Name, Path, Extension, Size, Last Modified
d3dcompiler_47.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\d3dcompiler_47.dll,.dll,4493.352kb ,19040 days, 8:00:00
giflib.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\giflib.dll,.dll,35.84kb ,19040 days, 8:00:00
iswCmnTG.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\iswCmnTG.dll,.dll,1184.728kb ,19040 days, 8:00:00
iswCoreTG.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\iswCoreTG.dll,.dll,4540.888kb ,19040 days, 8:00:00
jpeg62.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\jpeg62.dll,.dll,536.064kb ,19040 days, 8:00:00
known issues.txt,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\kindlegen\docs\chinese\known issues.txt,.txt,0.356kb ,19040 days, 8:00:00
Readme.txt,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\kindlegen\docs\chinese\Readme.txt,.txt,5.058kb ,19040 days, 8:00:00
Release Notes.html,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\kindlegen\docs\chinese\Release Notes.html,.html,31.233kb ,19040 days, 8:00:00
known issues.txt,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\kindlegen\docs\dutch\known issues.txt,.txt,0.554kb ,19040 days, 8:00:00
Readme.txt,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\kindlegen\docs\dutch\Readme.txt,.txt,5.811kb ,19040 days, 8:00:00
Release Notes.html,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\kindlegen\docs\dutch\Release Notes.html,.html,36.003kb ,19040 days, 8:00:00
known issues.txt,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\kindlegen\docs\english\known issues.txt,.txt,0.434kb ,19040 days, 8:00:00
Readme.txt,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\kindlegen\docs\english\Readme.txt,.txt,5.039kb ,19040 days, 8:00:00
Release Notes.html,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\kindlegen\docs\english\Release Notes.html,.html,31.255kb ,19040 days, 8:00:00
Lisez-moi.txt,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\kindlegen\docs\french\Lisez-moi.txt,.txt,5.884kb ,19040 days, 8:00:00
Notes de version.html,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\kindlegen\docs\french\Notes de version.html,.html,38.066kb ,19040 days, 8:00:00
problemes connus.txt,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\kindlegen\docs\french\problemes connus.txt,.txt,0.545kb ,19040 days, 8:00:00
bekannte probleme.txt,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\kindlegen\docs\german\bekannte probleme.txt,.txt,0.551kb ,19040 days, 8:00:00
Bittelesen.txt,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\kindlegen\docs\german\Bittelesen.txt,.txt,6.149kb ,19040 days, 8:00:00
Versionshinweis.html,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\kindlegen\docs\german\Versionshinweis.html,.html,35.272kb ,19040 days, 8:00:00
Leggimi.txt,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\kindlegen\docs\italian\Leggimi.txt,.txt,6.299kb ,19040 days, 8:00:00
Note di pubblicazione.html,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\kindlegen\docs\italian\Note di pubblicazione.html,.html,34.148kb ,19040 days, 8:00:00
problemi noti.txt,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\kindlegen\docs\italian\problemi noti.txt,.txt,0.502kb ,19040 days, 8:00:00
known issues.txt,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\kindlegen\docs\japanese\known issues.txt,.txt,0.536kb ,19040 days, 8:00:00
Readme.txt,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\kindlegen\docs\japanese\Readme.txt,.txt,7.306kb ,19040 days, 8:00:00
Release Notes.html,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\kindlegen\docs\japanese\Release Notes.html,.html,41.992kb ,19040 days, 8:00:00
Leerme.txt,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\kindlegen\docs\spanish\Leerme.txt,.txt,5.668kb ,19040 days, 8:00:00
Notas de la version.html,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\kindlegen\docs\spanish\Notas de la version.html,.html,38.57kb ,19040 days, 8:00:00
problemas conocidos.txt,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\kindlegen\docs\spanish\problemas conocidos.txt,.txt,0.523kb ,19040 days, 8:00:00
EULA.txt,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\kindlegen\EULA.txt,.txt,3.875kb ,19040 days, 8:00:00
EULA_Chinese.txt,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\kindlegen\EULA_Chinese.txt,.txt,3.286kb ,19040 days, 8:00:00
EULA_Dutch.txt,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\kindlegen\EULA_Dutch.txt,.txt,4.24kb ,19040 days, 8:00:00
EULA_French.txt,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\kindlegen\EULA_French.txt,.txt,4.746kb ,19040 days, 8:00:00
EULA_German.txt,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\kindlegen\EULA_German.txt,.txt,4.616kb ,19040 days, 8:00:00
EULA_Italian.txt,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\kindlegen\EULA_Italian.txt,.txt,4.406kb ,19040 days, 8:00:00
EULA_Japanese.txt,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\kindlegen\EULA_Japanese.txt,.txt,5.0280000000000005kb ,19040 days, 8:00:00
EULA_Spanish.txt,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\kindlegen\EULA_Spanish.txt,.txt,4.402kb ,19040 days, 8:00:00
KindleGen Legal Notices 2013-02-19 Windows.txt,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\kindlegen\KindleGen Legal Notices 2013-02-19 Windows.txt,.txt,42.567kb ,19040 days, 8:00:00
KindleGen OSS Notices 2009-07-29-Windows.txt,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\kindlegen\KindleGen OSS Notices 2009-07-29-Windows.txt,.txt,15.995000000000001kb ,19040 days, 8:00:00
kindlegen.exe,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\kindlegen\kindlegen.exe,.exe,7908.16kb ,19040 days, 8:00:00
manual.html,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\kindlegen\manual.html,.html,3.672kb ,19040 days, 8:00:00
libfbxsdk.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\libfbxsdk.dll,.dll,10183.552kb ,19040 days, 8:00:00
libiomp5md.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\libiomp5md.dll,.dll,1345.32kb ,19040 days, 8:00:00
libpng16.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\libpng16.dll,.dll,195.072kb ,19040 days, 8:00:00
LipExt.exe,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\LipExt.exe,.exe,90.072kb ,19040 days, 8:00:00
LipPreview.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\LipPreview.dll,.dll,935.424kb ,19040 days, 8:00:00
msvcp100.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\msvcp100.dll,.dll,608.08kb ,19040 days, 8:00:00
msvcp140.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\msvcp140.dll,.dll,590.6320000000001kb ,19040 days, 8:00:00
msvcp140_1.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\msvcp140_1.dll,.dll,31.528000000000002kb ,19040 days, 8:00:00
msvcp140_2.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\msvcp140_2.dll,.dll,193.832kb ,19040 days, 8:00:00
msvcp140_codecvt_ids.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\msvcp140_codecvt_ids.dll,.dll,27.936kb ,19040 days, 8:00:00
msvcr100.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\msvcr100.dll,.dll,829.264kb ,19040 days, 8:00:00
OpenAL32.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\OpenAL32.dll,.dll,861.184kb ,19040 days, 8:00:00
Dust.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\PlugIn\PAINT\Dust.dll,.dll,149.376kb ,19040 days, 8:00:00
ExportPDFX.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\PlugIn\PAINT\ExportPDFX.dll,.dll,856.448kb ,19040 days, 8:00:00
ExportPSB.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\PlugIn\PAINT\ExportPSB.dll,.dll,269.696kb ,19040 days, 8:00:00
ExportPSD.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\PlugIn\PAINT\ExportPSD.dll,.dll,269.696kb ,19040 days, 8:00:00
FlowBasedAbstraction.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\PlugIn\PAINT\FlowBasedAbstraction.dll,.dll,408.44800000000004kb ,19040 days, 8:00:00
GaussBlur.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\PlugIn\PAINT\GaussBlur.dll,.dll,162.17600000000002kb ,19040 days, 8:00:00
ImportPDFX.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\PlugIn\PAINT\ImportPDFX.dll,.dll,3395.968kb ,19040 days, 8:00:00
ImportPSB.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\PlugIn\PAINT\ImportPSB.dll,.dll,227.71200000000002kb ,19040 days, 8:00:00
ImportPSD.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\PlugIn\PAINT\ImportPSD.dll,.dll,227.71200000000002kb ,19040 days, 8:00:00
LensDistortion.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\PlugIn\PAINT\LensDistortion.dll,.dll,155.52kb ,19040 days, 8:00:00
LineWidth.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\PlugIn\PAINT\LineWidth.dll,.dll,143.744kb ,19040 days, 8:00:00
Mosaic.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\PlugIn\PAINT\Mosaic.dll,.dll,145.792kb ,19040 days, 8:00:00
MotionBlur.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\PlugIn\PAINT\MotionBlur.dll,.dll,172.416kb ,19040 days, 8:00:00
PerlinNoise.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\PlugIn\PAINT\PerlinNoise.dll,.dll,144.768kb ,19040 days, 8:00:00
Pinch.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\PlugIn\PAINT\Pinch.dll,.dll,168.832kb ,19040 days, 8:00:00
PolarCd.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\PlugIn\PAINT\PolarCd.dll,.dll,150.4kb ,19040 days, 8:00:00
RadialBlur.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\PlugIn\PAINT\RadialBlur.dll,.dll,158.592kb ,19040 days, 8:00:00
Sharp.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\PlugIn\PAINT\Sharp.dll,.dll,144.256kb ,19040 days, 8:00:00
SharpOff.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\PlugIn\PAINT\SharpOff.dll,.dll,149.888kb ,19040 days, 8:00:00
SharpOffStrong.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\PlugIn\PAINT\SharpOffStrong.dll,.dll,150.4kb ,19040 days, 8:00:00
SharpStrong.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\PlugIn\PAINT\SharpStrong.dll,.dll,144.256kb ,19040 days, 8:00:00
SimpleWave.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\PlugIn\PAINT\SimpleWave.dll,.dll,151.936kb ,19040 days, 8:00:00
Smoothing.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\PlugIn\PAINT\Smoothing.dll,.dll,161.66400000000002kb ,19040 days, 8:00:00
Sphere.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\PlugIn\PAINT\Sphere.dll,.dll,158.592kb ,19040 days, 8:00:00
Spiral.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\PlugIn\PAINT\Spiral.dll,.dll,170.88kb ,19040 days, 8:00:00
TPReduceNoiseFilter.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\PlugIn\PAINT\TPReduceNoiseFilter.dll,.dll,801.152kb ,19040 days, 8:00:00
UnSharpMask.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\PlugIn\PAINT\UnSharpMask.dll,.dll,162.17600000000002kb ,19040 days, 8:00:00
Waveform.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\PlugIn\PAINT\Waveform.dll,.dll,159.616kb ,19040 days, 8:00:00
Zigzag.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\PlugIn\PAINT\Zigzag.dll,.dll,155.008kb ,19040 days, 8:00:00
QmPdkDll.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\QmPdkDll.dll,.dll,5719.04kb ,19040 days, 8:00:00
rtwUtl.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\rtwUtl.dll,.dll,245.76kb ,19040 days, 8:00:00
rtwUtlTG.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\rtwUtlTG.dll,.dll,74.2kb ,19040 days, 8:00:00
boost_chrono.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\scan\boost_chrono.dll,.dll,23.552kb ,19040 days, 8:00:00
boost_system.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\scan\boost_system.dll,.dll,15.872kb ,19040 days, 8:00:00
boost_thread.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\scan\boost_thread.dll,.dll,83.968kb ,19040 days, 8:00:00
giflib.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\scan\giflib.dll,.dll,27.136kb ,19040 days, 8:00:00
IccProfLib.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\scan\IccProfLib.dll,.dll,373.76kb ,19040 days, 8:00:00
libjpeg.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\scan\libjpeg.dll,.dll,201.216kb ,19040 days, 8:00:00
libpng16.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\scan\libpng16.dll,.dll,196.608kb ,19040 days, 8:00:00
libtiff.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\scan\libtiff.dll,.dll,429.568kb ,19040 days, 8:00:00
msvcp100.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\scan\msvcp100.dll,.dll,421.2kb ,19040 days, 8:00:00
msvcr100.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\scan\msvcr100.dll,.dll,773.968kb ,19040 days, 8:00:00
scan.exe,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\scan\scan.exe,.exe,3114.752kb ,19040 days, 8:00:00
vcomp100.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\scan\vcomp100.dll,.dll,51.024kb ,19040 days, 8:00:00
zlib.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\scan\zlib.dll,.dll,86.528kb ,19040 days, 8:00:00
bonescale_preset01.3dp,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\3D\bonescale_preset01.3dp,.3dp,0.496kb ,19040 days, 8:00:00
bonescale_preset02.3dp,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\3D\bonescale_preset02.3dp,.3dp,0.611kb ,19040 days, 8:00:00
default_model_man.c2fr,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\3D\default_model_man.c2fr,.c2fr,6839.808kb ,19040 days, 8:00:00
default_model_woman.c2fr,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\3D\default_model_woman.c2fr,.c2fr,6375.936kb ,19040 days, 8:00:00
default_pose_ver2.pep,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\3D\default_pose_ver2.pep,.pep,13.313kb ,19040 days, 8:00:00
dessindoll_man_ver1.c3dd,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\3D\dessindoll_man_ver1.c3dd,.c3dd,9378.816kb ,19040 days, 8:00:00
dessindoll_man_ver2.c3dd,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\3D\dessindoll_man_ver2.c3dd,.c3dd,2832.384kb ,19040 days, 8:00:00
dessindoll_woman_ver1.c3dd,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\3D\dessindoll_woman_ver1.c3dd,.c3dd,9378.816kb ,19040 days, 8:00:00
dessindoll_woman_ver2.c3dd,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\3D\dessindoll_woman_ver2.c3dd,.c3dd,2736.128kb ,19040 days, 8:00:00
handsetup_gu00.pep,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\3D\handsetup_gu00.pep,.pep,4.579kb ,19040 days, 8:00:00
handsetup_gu01.pep,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\3D\handsetup_gu01.pep,.pep,4.578kb ,19040 days, 8:00:00
handsetup_gu02.pep,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\3D\handsetup_gu02.pep,.pep,4.575kb ,19040 days, 8:00:00
handsetup_gu03.pep,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\3D\handsetup_gu03.pep,.pep,4.574kb ,19040 days, 8:00:00
handsetup_pa00.pep,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\3D\handsetup_pa00.pep,.pep,4.6290000000000004kb ,19040 days, 8:00:00
handsetup_pa01.pep,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\3D\handsetup_pa01.pep,.pep,4.371kb ,19040 days, 8:00:00
default.laf,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\Action\chinese_sc\default.laf,.laf,12.669kb ,19040 days, 8:00:00
default.laf,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\Action\chinese_tc\default.laf,.laf,12.769kb ,19040 days, 8:00:00
default.laf,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\Action\english\default.laf,.laf,12.669kb ,19040 days, 8:00:00
default.laf,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\Action\french\default.laf,.laf,12.833kb ,19040 days, 8:00:00
default.laf,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\Action\german\default.laf,.laf,12.721kb ,19040 days, 8:00:00
default.laf,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\Action\japanese\default.laf,.laf,12.797kb ,19040 days, 8:00:00
default.laf,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\Action\korean\default.laf,.laf,12.677kb ,19040 days, 8:00:00
default.laf,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\Action\other\default.laf,.laf,12.669kb ,19040 days, 8:00:00
default.laf,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\Action\spanish\default.laf,.laf,12.723kb ,19040 days, 8:00:00
BrushPreset.bfps,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\BrushPreset\chinese_sc\BrushPreset.bfps,.bfps,51.2kb ,19040 days, 8:00:00
BrushPreset.bfps,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\BrushPreset\chinese_tc\BrushPreset.bfps,.bfps,53.248000000000005kb ,19040 days, 8:00:00
BrushPreset.bfps,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\BrushPreset\english\BrushPreset.bfps,.bfps,51.2kb ,19040 days, 8:00:00
BrushPreset.bfps,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\BrushPreset\french\BrushPreset.bfps,.bfps,51.2kb ,19040 days, 8:00:00
BrushPreset.bfps,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\BrushPreset\german\BrushPreset.bfps,.bfps,51.2kb ,19040 days, 8:00:00
BrushPreset.bfps,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\BrushPreset\japanese\BrushPreset.bfps,.bfps,50.176kb ,19040 days, 8:00:00
BrushPreset.bfps,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\BrushPreset\korean\BrushPreset.bfps,.bfps,51.2kb ,19040 days, 8:00:00
BrushPreset.bfps,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\BrushPreset\other\BrushPreset.bfps,.bfps,51.2kb ,19040 days, 8:00:00
BrushPreset.bfps,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\BrushPreset\spanish\BrushPreset.bfps,.bfps,51.2kb ,19040 days, 8:00:00
001.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\chinese_sc\001.cls,.cls,4.564kb ,19040 days, 8:00:00
002.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\chinese_sc\002.cls,.cls,4.522kb ,19040 days, 8:00:00
BrightTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\chinese_sc\BrightTone.cls,.cls,0.338kb ,19040 days, 8:00:00
DarkGrayish.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\chinese_sc\DarkGrayish.cls,.cls,0.34kb ,19040 days, 8:00:00
DarkTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\chinese_sc\DarkTone.cls,.cls,0.334kb ,19040 days, 8:00:00
DeepTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\chinese_sc\DeepTone.cls,.cls,0.334kb ,19040 days, 8:00:00
DullTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\chinese_sc\DullTone.cls,.cls,0.334kb ,19040 days, 8:00:00
Grayish.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\chinese_sc\Grayish.cls,.cls,0.332kb ,19040 days, 8:00:00
LightGrayish.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\chinese_sc\LightGrayish.cls,.cls,0.342kb ,19040 days, 8:00:00
LightTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\chinese_sc\LightTone.cls,.cls,0.336kb ,19040 days, 8:00:00
PaleTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\chinese_sc\PaleTone.cls,.cls,0.334kb ,19040 days, 8:00:00
SoftTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\chinese_sc\SoftTone.cls,.cls,0.334kb ,19040 days, 8:00:00
StrongTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\chinese_sc\StrongTone.cls,.cls,0.338kb ,19040 days, 8:00:00
VividTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\chinese_sc\VividTone.cls,.cls,0.336kb ,19040 days, 8:00:00
001.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\chinese_tc\001.cls,.cls,2.494kb ,19040 days, 8:00:00
002.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\chinese_tc\002.cls,.cls,4.502kb ,19040 days, 8:00:00
BrightTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\chinese_tc\BrightTone.cls,.cls,0.338kb ,19040 days, 8:00:00
DarkGrayish.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\chinese_tc\DarkGrayish.cls,.cls,0.34kb ,19040 days, 8:00:00
DarkTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\chinese_tc\DarkTone.cls,.cls,0.334kb ,19040 days, 8:00:00
DeepTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\chinese_tc\DeepTone.cls,.cls,0.334kb ,19040 days, 8:00:00
DullTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\chinese_tc\DullTone.cls,.cls,0.334kb ,19040 days, 8:00:00
Grayish.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\chinese_tc\Grayish.cls,.cls,0.332kb ,19040 days, 8:00:00
